	text	label
5283	"see rare footage of some of the world's greatest kickboxers such as benny "" the jet "" urquidez , don "" the dragon wilson and bill "" superfoot "" wallace . "	0
1613	the character is too forced and overwritten to be funny or believable much of the time , and clayburgh doesn't always improve the over-the-top mix . 	1
2383	despite the holes in the story and the somewhat predictable plot , moments of the movie caused me to jump in my chair . . . 	1
6684	an undercover narc dies , the investigation stalls , so the detroit p . d . 	0
1601	this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance . 	1
4045	the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack . 	1
7770	"whether it's the fbi swooping in to rescue us in mississippi burning or a fearless teacher storming a "" ghetto "" school to prove our youth can learn as in dangerous minds , we are often offended by such cinematic myths that are more interested in appeasing white liberal sensibilities than raising complex questions about what whites must truly sacrifice if they are sincere about ending racial injustice . "	0
6996	each of them faces a horrible , bizarre death apparently devised by the dead woman's husband , a deranged two truck driver . 	0
2697	a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences . 	1
9889	john was one of the first porn stars to push for aids testing in the porn industry . 	0
7066	ruth berman and connie kurtz first met in brooklyn in 1959 , both young married women raising their young children . 	0
6890	the beautiful fugitive , grace ( nicole kidman ) , arrives in the isolated township of dogville on the run from a team of gangsters . 	0
4491	gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . 	1
2560	it's the type of film about growing up that we don't see often enough these days : realistic , urgent , and not sugarcoated in the least . 	1
396	brutally honest and told with humor and poignancy , which makes its message resonate . 	1
5381	the four reluctantly come together when they have to return a human child to its father while braving the deadly elements of the impending ice age . 	0
596	quirky and understated office comedy with crispin glover as the guy who would prefer not to work , but likes to hang around . 	1
9639	after six months at sea on an unassisted solo circumnavigation , georgia perry's 44-foot sloop is becalmed for several days . 	0
5986	however when her doodles of a spiralling forest continue to draw themselves it is only the start of a creative process that will see her removed from her dull form . 	0
9475	there is the mother and the father , who don't seem to have a normal marriage anymore , there's the daughter , lena , who has a disease and will soon leave the house for medical treatment in switzerland , and her husband harry , who has a mysterious past . 	0
6568	 ( lil' romeo plays a young dancer who has to choose between pursuing a career as a dancer and the quick money of street drug sales ; phifer plays honey's romantic interest . ) 	0
2993	truth is stranger than fiction , so the old saying goes . in 'catch me if you can , ' it's also more entertaining . 	1
3872	a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill . 	1
761	a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls . 	1
7007	a true story set in modern times to bring people closer to the knowledge that there is a better way . 	0
6648	"siti accepts the challenge , as this will help the popularity and rating of her show "" cable news international "" to increase . "	0
1001	gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western . 	1
4533	adaptation is probably the ultimate writers' film , but it's also a brash , daring , and dynamic film -- as delicate as an orchid but as durable and malleable as the species . 	1
5008	being blue is not his only predicament ; he also lacks the ability to outwardly express his emotions . 	0
730	the pacing is often way off and there are too many bona fide groaners among too few laughs . 	1
